"Tabela 3939 - Efetivo dos rebanhos, por tipo de rebanho"
"Variável - Efetivo dos rebanhos (Cabeças)"
"Cód.";"Município";"Ano x Tipo de rebanho"
"Cód.";"Município";"1974";"1975";"1976";"1977";"1978";"1979";"1980";"1981";"1982";"1983";"1984";"1985";"1986";"1987";"1988";"1989";"1990";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024"
"Cód.";"Município";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino";"Bovino"
"1101708";"Urupá (RO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"12330";"22300";"26760";"55166";"60683";"71054";"72475";"79722";"68538";"102935";"117211";"139544";"153665";"156005";"145587";"148178";"153753";"152715";"156434";"161774";"162567";"166665";"167596";"172656";"179442";"181635";"171547";"173029";"176362";"197131";"199872";"203800"
"1101757";"Vale do Anari (RO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"21413";"24994";"27493";"30242";"47874";"70006";"77039";"100079";"111978";"107248";"109064";"113613";"121482";"128471";"121179";"113210";"114935";"128586";"141624";"144962";"145140";"149916";"152188";"159969";"159975";"186174";"197782";"204086"
"1101807";"Vale do Paraíso (RO)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"33629";"40354";"48424";"66147";"72761";"85197";"86901";"95591";"85579";"101952";"157309";"150392";"160569";"159341";"149139";"150423";"154962";"158752";"158892";"158658";"163118";"165588";"166138";"168720";"173956";"173543";"172782";"173721";"172414";"193433";"203225";"201461"
"1200013";"Acrelândia (AC)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"7177";"7272";"7676";"25357";"25665";"25737";"26148";"36618";"99602";"101926";"116383";"123837";"150902";"178905";"168142";"185359";"185359";"188756";"173174";"173341";"176318";"181757";"191969";"195409";"185933";"211543";"228063";"250619";"250589";"265517";"272285";"275558"
"1200054";"Assis Brasil (AC)";"...";"...";"...";"850";"1000";"1100";"1200";"1498";"1863";"2128";"2252";"1664";"1690";"1770";"1807";"1859";"2043";"2187";"2110";"1792";"1827";"2153";"5554";"5590";"5596";"5665";"7800";"13630";"13700";"13870";"16646";"23519";"26398";"24565";"28420";"31058";"33208";"35454";"38796";"39318";"41791";"43684";"41070";"43859";"49578";"52286";"49451";"58266";"71801";"76280";"87088"
"1200104";"Brasiléia (AC)";"11077";"11000";"11343";"11221";"14000";"15946";"37919";"50130";"69323";"63597";"71585";"53035";"52915";"54970";"57170";"58810";"60052";"67553";"63718";"42245";"43487";"43789";"60271";"60986";"62400";"63755";"66930";"111055";"149112";"150901";"138572";"152363";"171864";"161993";"177158";"183082";"182221";"186067";"197588";"202584";"209888";"222677";"223278";"213298";"250032";"262722";"278548";"314001";"352222";"371853";"384883"
"1200138";"Bujari (AC)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"19210";"19796";"20100";"81677";"82010";"83120";"82659";"82796";"134935";"148607";"148819";"168134";"199046";"208766";"189314";"214675";"210296";"222599";"210211";"204816";"206059";"216695";"217238";"215995";"189023";"232272";"247390";"268278";"309017";"340607";"371291";"380087"
"1200179";"Capixaba (AC)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"26165";"26300";"26788";"35568";"35788";"35900";"36100";"55219";"74769";"78826";"89993";"101317";"109173";"118943";"113317";"113884";"114795";"119301";"118040";"138677";"147187";"153850";"155881";"157224";"159884";"181103";"180592";"207870";"212303";"222242";"224993";"222919"
"1200203";"Cruzeiro do Sul (AC)";"6626";"5363";"5559";"4400";"4497";"4609";"6949";"7241";"7468";"8159";"8611";"12660";"13370";"14883";"16618";"18608";"20890";"21636";"19472";"8069";"8254";"8443";"14411";"14741";"15079";"15832";"16624";"50838";"52672";"54778";"34895";"36127";"42394";"35975";"37809";"40546";"42956";"33985";"32974";"35266";"33417";"35890";"33997";"34367";"36067";"37997";"38894";"34319";"49823";"50860";"65854"
"1200252";"Epitaciolândia (AC)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"29464";"30065";"30100";"45007";"45207";"45637";"49637";"50870";"33808";"42313";"42456";"55140";"61086";"71324";"75190";"87718";"88420";"79639";"78894";"82683";"83657";"82515";"88726";"119258";"121618";"129645";"134074";"144344";"158055";"173534";"182196";"186792"
"1200302";"Feijó (AC)";"8900";"5432";"5325";"5378";"6000";"6694";"14083";"15209";"16309";"17809";"19734";"22499";"23084";"22856";"25015";"24200";"21000";"23207";"29227";"28325";"26765";"29247";"29470";"30943";"32027";"39798";"54000";"56430";"58122";"59284";"58098";"58936";"60600";"55902";"67062";"70233";"71783";"73355";"80990";"81324";"83632";"87198";"98938";"110674";"122469";"132496";"162670";"169600";"222223";"247854";"286293"
"1200328";"Jordão (AC)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"989";"1166";"1439";"1678";"1711";"2224";"2357";"2667";"2977";"3500";"3734";"4014";"4214";"4509";"6765";"5540";"5645";"6207";"6303";"6100";"6293";"5421";"5678";"5668";"7226";"7753";"7737";"9293";"9596";"13142";"15057";"18503"
"1200336";"Mâncio Lima (AC)";"...";"...";"...";"1200";"1153";"1182";"1472";"1507";"1554";"1721";"1817";"1918";"1820";"1886";"1955";"2027";"2102";"2170";"2248";"2328";"2412";"2467";"6088";"6227";"6369";"6514";"6722";"6867";"8329";"9705";"12182";"14066";"16035";"13380";"15881";"16514";"16720";"13733";"14108";"13271";"12964";"12517";"13789";"14892";"16127";"17037";"17569";"17448";"24919";"26288";"31209"
"1200344";"Manoel Urbano (AC)";"...";"...";"...";"1000";"1100";"1263";"1920";"2360";"2588";"3725";"3807";"2250";"2700";"2700";"2778";"3036";"3409";"3396";"3472";"2528";"3000";"3255";"5506";"6225";"6787";"5562";"5618";"12826";"13330";"13773";"14313";"16316";"22839";"26497";"23500";"23816";"24771";"24391";"25532";"29657";"31633";"33710";"38260";"42375";"47140";"55066";"62534";"75736";"103598";"122593";"142468"
"1200351";"Marechal Thaumaturgo (AC)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"2017";"2063";"3110";"3705";"3790";"3877";"3997";"4129";"4256";"4426";"4603";"4695";"5258";"4957";"22805";"25162";"25891";"25901";"16900";"17100";"14828";"9997";"10297";"10052";"11264";"11637";"12157";"13912";"14947";"16516";"17051";"18763"
"1200385";"Plácido de Castro (AC)";"...";"...";"...";"3750";"5000";"6000";"7500";"9300";"10660";"13037";"13895";"14331";"13888";"13860";"20339";"20949";"21577";"21865";"22084";"15716";"15976";"16281";"57578";"58077";"58230";"58795";"90451";"132057";"148390";"148688";"148618";"145530";"163166";"171509";"158266";"159609";"159300";"140928";"163722";"168993";"174038";"183986";"188080";"189046";"215623";"230627";"264775";"283313";"310934";"324487";"329053"
"1200393";"Porto Walter (AC)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"6052";"6191";"6333";"3184";"3257";"3332";"3610";"3863";"3986";"4265";"4478";"4612";"4953";"4431";"5286";"5485";"5588";"5432";"6720";"8050";"9711";"8020";"7461";"7779";"8017";"7623";"9368";"13040";"15243";"18535";"20266";"23256"
"1200401";"Rio Branco (AC)";"40894";"59453";"68564";"57985";"64000";"70000";"101324";"121572";"147100";"156397";"173294";"105980";"102184";"104432";"106309";"108435";"110592";"109266";"111341";"67371";"67896";"66126";"158398";"159250";"161100";"170766";"170916";"329589";"355937";"356437";"412486";"458440";"454728";"368432";"382665";"386170";"440534";"466240";"487534";"498418";"513259";"542781";"524670";"402700";"437885";"474375";"529562";"532713";"619876";"638875";"674973"
"1200427";"Rodrigues Alves (AC)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"4034";"4126";"4220";"9382";"9596";"9815";"10039";"12328";"12684";"13064";"13847";"11393";"11553";"11553";"10913";"11337";"11903";"12100";"9503";"9804";"8641";"8439";"9234";"10793";"14788";"16999";"16951";"19132";"20263";"25214";"29491";"32751"
"1200435";"Santa Rosa do Purus (AC)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"1083";"1516";"1810";"1546";"1590";"1655";"1725";"1730";"1710";"1900";"1917";"2100";"2839";"2189";"3527";"3286";"4602";"4721";"4698";"6500";"5163";"6138";"5628";"6151";"7232";"7206";"7871";"10206";"12261";"11778";"12818";"14066"
"1200450";"Senador Guiomard (AC)";"...";"...";"...";"17000";"18000";"21000";"25300";"30000";"34046";"41733";"44650";"24480";"26200";"26950";"39886";"40880";"41185";"32468";"32792";"31889";"32356";"32876";"72630";"72960";"73293";"73698";"73715";"155852";"166023";"167888";"230840";"265393";"257518";"232185";"232719";"255820";"258832";"249490";"213369";"222955";"223769";"225359";"238987";"269448";"344780";"366903";"340800";"361801";"392960";"395924";"403282"
"1200500";"Sena Madureira (AC)";"9609";"10055";"10507";"10297";"12900";"14809";"25350";"26152";"27072";"32294";"34830";"28900";"30200";"31540";"33054";"33554";"32964";"34612";"34958";"36356";"45176";"46520";"54786";"55711";"89424";"80200";"80286";"134589";"133006";"135225";"156658";"177908";"186642";"181323";"195984";"211766";"201707";"214368";"223329";"224450";"267220";"280223";"292829";"282816";"301831";"325621";"364564";"385448";"486021";"544495";"586666"
"1200609";"Tarauacá (AC)";"12945";"9162";"9223";"9315";"10000";"10735";"19019";"20913";"21960";"23929";"24312";"24895";"22284";"22309";"22978";"21300";"23100";"23900";"24810";"26798";"29745";"31265";"42970";"43184";"44074";"49583";"60481";"74502";"77364";"81232";"84887";"91853";"97552";"92749";"122184";"133024";"133574";"134134";"134121";"133165";"132773";"136161";"146359";"153620";"155630";"161274";"161618";"171897";"217924";"243341";"290017"
"1200708";"Xapuri (AC)";"9769";"18877";"24026";"29210";"28670";"32655";"56000";"66873";"86741";"102855";"115866";"56538";"57550";"58290";"59086";"60267";"61171";"62174";"62940";"58870";"61968";"61204";"69358";"69986";"70580";"72697";"76200";"131651";"147730";"149946";"160325";"190986";"204163";"178829";"186916";"193913";"194870";"209250";"206291";"219082";"225991";"235432";"240117";"216684";"255162";"261200";"266410";"300689";"328335";"344322";"353962"
"1200807";"Porto Acre (AC)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"26765";"27166";"26232";"69140";"70040";"70625";"70862";"73348";"93985";"94925";"106847";"118928";"132724";"143439";"177200";"144677";"153235";"153328";"143659";"169042";"171149";"176466";"184477";"190266";"216264";"265528";"287875";"328023";"339778";"367660";"376336";"378476"
"1300029";"Alvarães (AM)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"1630";"...";"3223";"3288";"3697";"3847";"3924";"4003";"4083";"3747";"4100";"4469";"4871";"3144";"3364";"3532";"3605";"3677";"3750";"3863";"3921";"4097";"4219";"4349";"874";"1065";"1081";"619";"729";"619";"620";"626";"446";"420";"465";"420";"456";"460";"504";"512";"411";"366"
"1300060";"Amaturá (AM)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"1301";"...";"833";"849";"867";"945";"973";"915";"860";"3268";"3431";"3602";"3782";"504";"529";"550";"566";"577";"588";"605";"620";"651";"683";"707";"1275";"1306";"1323";"1714";"1720";"1720";"1800";"1400";"1139";"1160";"1243";"1168";"1061";"1220";"1225";"893";"902";"885"
"1300086";"Anamã (AM)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"164";"...";"175";"234";"239";"230";"235";"242";"249";"247";"270";"295";"321";"948";"995";"1034";"1054";"1075";"1096";"1128";"1145";"1162";"937";"970";"1248";"1266";"1282";"722";"781";"780";"630";"692";"590";"480";"450";"500";"408";"400";"452";"450";"400";"405"
"1300102";"Anori (AM)";"701";"402";"402";"406";"418";"438";"1232";"1270";"1334";"1232";"1438";"989";"998";"1012";"957";"976";"995";"1014";"994";"1014";"1034";"1059";"1205";"1265";"1328";"1354";"1381";"1408";"1450";"1479";"1523";"2330";"2410";"1130";"1130";"1146";"2392";"2400";"2126";"1871";"1871";"1800";"1750";"1209";"1221";"1088";"1050";"1000";"1060";"714";"725"
"1300144";"Apuí (AM)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"5288";"5369";"5476";"6900";"7400";"7918";"8472";"28967";"30415";"31935";"32573";"33224";"33888";"35074";"86000";"92880";"95660";"99000";"130371";"136886";"138665";"137507";"146200";"132890";"145000";"156000";"160000";"132182";"136675";"140000";"157086";"160000";"168000";"243000";"293064";"306409"
"1300201";"Atalaia do Norte (AM)";"158";"84";"82";"83";"85";"89";"49";"51";"55";"60";"62";"72";"75";"118";"205";"208";"216";"224";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"87";"92";"93";"92";"115";"156";"170";"156";"120";"97";"106";"115";"111";"114";"90";"54";"34";"50"
"1300300";"Autazes (AM)";"21775";"22948";"24095";"25029";"26280";"27594";"31727";"32709";"34344";"35374";"37142";"38181";"35849";"36565";"41318";"42558";"43410";"44278";"38585";"39516";"41097";"43151";"44277";"46490";"48814";"49790";"50785";"52206";"54816";"55638";"58142";"62000";"64170";"21000";"68078";"68963";"55231";"52355";"46404";"46076";"53000";"44658";"39024";"40456";"48026";"42725";"43500";"50013";"50593";"48231";"54275"
"1300409";"Barcelos (AM)";"700";"-";"-";"42";"43";"45";"16";"18";"22";"27";"34";"41";"48";"53";"71";"75";"78";"78";"94";"103";"112";"122";"209";"219";"229";"233";"237";"240";"248";"252";"271";"279";"288";"70";"165";"167";"132";"135";"85";"91";"85";"65";"23";"22";"22";"25";"29";"29";"35";"47";"65"
"1300508";"Barreirinha (AM)";"14678";"7850";"7889";"8043";"8445";"8867";"11686";"12207";"12817";"13329";"13858";"12002";"12243";"15261";"30378";"31289";"31601";"31917";"29935";"32805";"35757";"38975";"24138";"25344";"26611";"27143";"27685";"28377";"29370";"29811";"31003";"31933";"33050";"33106";"39860";"40378";"45691";"51704";"45891";"46867";"41089";"37829";"40080";"30099";"31000";"31801";"32337";"29589";"27300";"22034";"29449"
"1300607";"Benjamin Constant (AM)";"956";"637";"612";"622";"640";"672";"1531";"1591";"1671";"1307";"1671";"1649";"1681";"2225";"2247";"2314";"2688";"3122";"3268";"3594";"3953";"4308";"2439";"2560";"2688";"2741";"2795";"2878";"2978";"3023";"3129";"3242";"3339";"300";"742";"752";"789";"829";"796";"785";"718";"722";"658";"719";"709";"703";"565";"565";"556";"512";"692"
"1300631";"Beruri (AM)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"1564";"...";"659";"679";"699";"576";"593";"605";"617";"598";"654";"714";"778";"531";"557";"584";"595";"606";"622";"643";"653";"686";"706";"731";"868";"906";"1800";"1600";"1945";"1010";"1281";"1740";"1336";"1350";"1250";"1476";"1370";"1321";"1126";"1056";"1287";"1837"
"1300680";"Boa Vista do Ramos (AM)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"2650";"...";"4364";"4784";"5496";"6571";"6702";"6769";"6836";"6900";"7596";"8204";"9024";"9865";"10358";"10875";"10875";"11092";"11402";"11801";"11978";"12517";"12892";"13330";"11113";"15501";"15718";"18428";"18215";"19098";"19671";"16726";"14624";"14833";"14177";"14389";"14645";"14705";"13076";"12049";"12654";"15997"
"1300706";"Boca do Acre (AM)";"3829";"2988";"2988";"3023";"10000";"10500";"26964";"27747";"41500";"53910";"61081";"38776";"39552";"40224";"64470";"65759";"67075";"68416";"68898";"68898";"68870";"68870";"88286";"92700";"97335";"99281";"101266";"103797";"107429";"270000";"274050";"282260";"292139";"80697";"83924";"85015";"85015";"84954";"90758";"93880";"94844";"99586";"200317";"201050";"210000";"222000";"226000";"235000";"385000";"475000";"488474"
"1300805";"Borba (AM)";"1035";"762";"747";"758";"773";"811";"698";"719";"755";"778";"1755";"1822";"1656";"2030";"1897";"1935";"1974";"2013";"1820";"2000";"2180";"2376";"1591";"1670";"1753";"1788";"1795";"1848";"1912";"1941";"2057";"2118";"2192";"5699";"5729";"5815";"4354";"5200";"6020";"6120";"4000";"4082";"3833";"3640";"3550";"5494";"3671";"2974";"3553";"4074";"6474"
"1300839";"Caapiranga (AM)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"3834";"...";"242";"252";"300";"326";"335";"345";"355";"350";"385";"423";"465";"750";"787";"826";"842";"858";"885";"915";"942";"975";"1004";"1039";"885";"1866";"1866";"1792";"1821";"1820";"2282";"2003";"2026";"1631";"1944";"1867";"1930";"1875";"1876";"1750";"1810";"2156"
"1300904";"Canutama (AM)";"79";"269";"322";"353";"360";"378";"830";"864";"908";"944";"991";"2207";"2273";"2307";"2382";"2406";"2411";"2416";"2440";"2684";"2899";"3189";"11472";"12045";"12647";"13026";"13416";"13846";"14330";"14545";"14400";"14832";"15351";"13618";"13690";"13895";"14900";"15730";"23092";"22640";"21958";"23458";"23343";"25000";"25062";"26262";"24916";"26047";"52442";"71370";"74325"
"1301001";"Carauari (AM)";"1581";"548";"494";"568";"585";"608";"1096";"1106";"1128";"1120";"1644";"1907";"1964";"3168";"3238";"3270";"3018";"3259";"3286";"3615";"3976";"4373";"3588";"3767";"3955";"4034";"4114";"4209";"4356";"4465";"4599";"4828";"4997";"6054";"7202";"7310";"6358";"6074";"5737";"6570";"6409";"5446";"5508";"4992";"4758";"4829";"4120";"4677";"4850";"4967";"5077"
"1301100";"Careiro (AM)";"42844";"27683";"27821";"28358";"29775";"31263";"44704";"46190";"48499";"48809";"51168";"50778";"50489";"51489";"53206";"16600";"16932";"17270";"17020";"18722";"20594";"22653";"14818";"15558";"16335";"16661";"16994";"17385";"17993";"18263";"17989";"18528";"19176";"48443";"25000";"25325";"25850";"26000";"19862";"21645";"23478";"26018";"15448";"22910";"22996";"28775";"30000";"17100";"16055";"14000";"16261"
"1301159";"Careiro da Várzea (AM)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"38735";"39123";"39514";"39791";"43773";"47274";"52001";"60210";"63220";"66381";"67708";"69062";"70788";"73265";"74364";"73620";"78914";"81675";"53415";"55018";"55733";"60765";"60800";"60355";"62716";"55406";"41502";"46830";"55827";"49687";"48066";"47600";"46994";"53167";"61535";"77128"
"1301209";"Coari (AM)";"2265";"677";"677";"684";"704";"732";"686";"1007";"1058";"1110";"1218";"1255";"1428";"1442";"1515";"1560";"1606";"1654";"1782";"1960";"2154";"2347";"2203";"2313";"2428";"2476";"2525";"2583";"2673";"2753";"3918";"4587";"4747";"4417";"4822";"4894";"2599";"3250";"2350";"2756";"3100";"2950";"3049";"2105";"2265";"2148";"1940";"2000";"2120";"1970";"2206"
"1301308";"Codajás (AM)";"1887";"26";"27";"26";"27";"28";"864";"1019";"1070";"1124";"1250";"2182";"2247";"2280";"2212";"2278";"2323";"2369";"1865";"2053";"2258";"2483";"2342";"2459";"2581";"2632";"2684";"2751";"2847";"2890";"2991";"3012";"3117";"2177";"2428";"2460";"1949";"1952";"2316";"3000";"3200";"2500";"2249";"2315";"2240";"2408";"2400";"2024";"2128";"2077";"2606"
"1301407";"Eirunepé (AM)";"2310";"1708";"1674";"1698";"1731";"1800";"2350";"2427";"2499";"2574";"4758";"6075";"6257";"7571";"8757";"8932";"9111";"9293";"10965";"12064";"13270";"14597";"9009";"9459";"9931";"10129";"10331";"10600";"11178";"11151";"12839";"13224";"13686";"14395";"18371";"19289";"20253";"18180";"17500";"20714";"14000";"12380";"12000";"11133";"10805";"10882";"11980";"11689";"12235";"13606";"15599"
"1301506";"Envira (AM)";"1952";"1995";"2094";"2166";"2209";"2297";"2170";"2226";"2268";"2336";"2382";"2446";"2233";"2267";"2353";"2400";"2472";"2546";"1003";"1104";"1214";"1335";"9507";"9982";"10481";"10690";"10882";"11077";"11464";"11636";"11927";"12284";"12713";"33581";"23000";"23690";"17291";"17291";"18000";"14108";"13832";"17800";"19750";"19500";"21582";"23312";"24096";"28007";"29893";"36121";"40420"
"1301605";"Fonte Boa (AM)";"1016";"492";"453";"449";"462";"480";"1311";"1350";"1458";"1460";"1503";"1551";"1360";"1478";"1474";"1503";"1533";"1563";"1667";"1834";"2017";"2218";"2471";"2594";"2723";"2777";"2833";"2903";"3004";"3049";"3019";"3109";"3218";"2941";"3004";"3049";"2375";"2700";"2468";"2253";"2820";"3006";"2532";"2212";"2348";"2513";"2380";"2546";"2532";"2520";"2250"
"1301654";"Guajará (AM)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"...";"5265";"5371";"5478";"21830";"21830";"27557";"27557";"24180";"25389";"26658";"27191";"27735";"28511";"29508";"29951";"30550";"31466";"32567";"34195";"35904";"36950";"41000";"45650";"41000";"32900";"37000";"29169";"25839";"26674";"27855";"30533";"23668";"34434";"42503";"50363";"52047"
"1301704";"Humaitá (AM)";"1574";"268";"231";"233";"237";"248";"3065";"3072";"3226";"3323";"9131";"7203";"7419";"7010";"7215";"2287";"2315";"2338";"2860";"3146";"3366";"3702";"12112";"12717";"13352";"13619";"13891";"14238";"14736";"14957";"15107";"15560";"16104";"20801";"22406";"22742";"22066";"25000";"21166";"20980";"18500";"20781";"19869";"22824";"23100";"22695";"23500";"27800";"31700";"42317";"63736"
"1301803";"Ipixuna (AM)";"2050";"326";"274";"277";"2212";"2312";"2453";"2527";"2653";"3192";"3391";"2289";"2358";"2405";"12535";"7897";"8057";"8220";"2713";"2713";"3424";"3424";"4825";"5066";"5319";"5419";"5522";"5632";"5829";"5916";"6212";"6398";"6621";"11597";"16679";"17170";"15488";"15500";"15168";"12163";"13200";"11485";"12193";"12957";"13710";"14626";"13968";"18041";"19425";"21123";"23483"
"1301852";"Iranduba (AM)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"2115";"...";"12989";"13379";"13553";"13825";"14102";"14124";"14146";"14128";"15541";"17095";"18804";"7850";"8242";"8654";"8827";"9004";"9229";"9552";"9696";"10000";"11500";"11902";"4303";"5762";"5843";"6625";"7200";"7333";"7598";"6386";"6580";"6607";"7200";"5094";"4252";"5762";"7021";"7498";"6215";"9234"
"1301902";"Itacoatiara (AM)";"21528";"25106";"26863";"27382";"28751";"30188";"35776";"36157";"37965";"33523";"42853";"37032";"38143";"38905";"47136";"48550";"49521";"50511";"42419";"46661";"51327";"56459";"52025";"54626";"57357";"58504";"59674";"60927";"63059";"64005";"65925";"67902";"70278";"47494";"62897";"63715";"42554";"50313";"71699";"67818";"52218";"52729";"44800";"45029";"47493";"50565";"30912";"47204";"49993";"48222";"54019"
"1301951";"Itamarati (AM)";"...";"...";"...";"...";"...";"...";"...";"...";"...";"65";"...";"331";"341";"416";"367";"374";"335";"301";"314";"346";"381";"419";"599";"628";"659";"672";"685";"700";"724";"746";"735";"757";"779";"1886";"1846";"1874";"2087";"2500";"1732";"1980";"1618";"1748";"1786";"1448";"1600";"1036";"985";"950";"1275";"1195";"1265"
"1302009";"Itapiranga (AM)";"1832";"2202";"2378";"2401";"2521";"2647";"6545";"6740";"7077";"4430";"7148";"5433";"5596";"5680";"7018";"7160";"7232";"7305";"7008";"7708";"8477";"9239";"7943";"8340";"8757";"8932";"9111";"9303";"9628";"9773";"10200";"10506";"10873";"4802";"4943";"5017";"4997";"6180";"6234";"6000";"4660";"3776";"3522";"3624";"3420";"3587";"4158";"3902";"3728";"3520";"4520"
"1302108";"Japurá (AM)";"62";"11";"12";"11";"12";"41";"23";"28";"31";"36";"80";"53";"55";"61";"63";"65";"68";"71";"117";"128";"140";"152";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"354";"620";"629";"562";"601";"600";"757";"863";"924";"882";"824";"948";"897";"920";"932";"940";"823";"813"
