Region/Country/Area,,Year,Series,Value,Footnotes,Source
360,Indonesia,2010,"Theft at the national level, rate per 100,000 population",9.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2015,"Assault rate per 100,000 population",5.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2015,"Kidnapping at the national level, rate per 100,000",0.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2015,"Robbery at the national level, rate per 100,000 population",4.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2015,"Theft at the national level, rate per 100,000 population",10.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2015,"Total Sexual Violence at the national level, rate per 100,000",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2018,"Assault rate per 100,000 population",4.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2018,"Kidnapping at the national level, rate per 100,000",0.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2018,"Robbery at the national level, rate per 100,000 population",3.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2018,"Theft at the national level, rate per 100,000 population",19.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2018,"Total Sexual Violence at the national level, rate per 100,000",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2022,"Intentional homicide rates per 100,000",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2022,"Percentage of male and female intentional homicide victims, Male",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2022,"Percentage of male and female intentional homicide victims, Female",0.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2022,"Assault rate per 100,000 population",12.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2022,"Kidnapping at the national level, rate per 100,000",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2022,"Robbery at the national level, rate per 100,000 population",1.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
360,Indonesia,2022,"Total Sexual Violence at the national level, rate per 100,000",1.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
364,Iran (Islamic Republic of),2004,"Theft at the national level, rate per 100,000 population",156.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
364,Iran (Islamic Republic of),2009,"Intentional homicide rates per 100,000",2.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
364,Iran (Islamic Republic of),2014,"Intentional homicide rates per 100,000",2.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
364,Iran (Islamic Republic of),2014,"Percentage of male and female intentional homicide victims, Male",4.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
364,Iran (Islamic Republic of),2014,"Percentage of male and female intentional homicide victims, Female",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
368,Iraq,2010,"Intentional homicide rates per 100,000",8.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
368,Iraq,2010,"Percentage of male and female intentional homicide victims, Male",14.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
368,Iraq,2010,"Percentage of male and female intentional homicide victims, Female",3.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
368,Iraq,2013,"Intentional homicide rates per 100,000",9.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
368,Iraq,2013,"Percentage of male and female intentional homicide victims, Male",15.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
368,Iraq,2013,"Percentage of male and female intentional homicide victims, Female",3.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2005,"Intentional homicide rates per 100,000",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2005,"Percentage of male and female intentional homicide victims, Male",2.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2005,"Percentage of male and female intentional homicide victims, Female",0.4,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2005,"Assault rate per 100,000 population",300.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2005,"Kidnapping at the national level, rate per 100,000",1.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2005,"Robbery at the national level, rate per 100,000 population",58.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2005,"Theft at the national level, rate per 100,000 population","1,417.0",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2005,"Total Sexual Violence at the national level, rate per 100,000",43.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2010,"Intentional homicide rates per 100,000",1.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2010,"Percentage of male and female intentional homicide victims, Male",1.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2010,"Percentage of male and female intentional homicide victims, Female",0.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2010,"Assault rate per 100,000 population",329.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2010,"Kidnapping at the national level, rate per 100,000",2.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2010,"Robbery at the national level, rate per 100,000 population",70.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2010,"Theft at the national level, rate per 100,000 population","1,434.9",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2010,"Total Sexual Violence at the national level, rate per 100,000",51.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2015,"Intentional homicide rates per 100,000",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2015,"Percentage of male and female intentional homicide victims, Male",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2015,"Percentage of male and female intentional homicide victims, Female",0.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2015,"Assault rate per 100,000 population",74.8,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2015,"Kidnapping at the national level, rate per 100,000",2.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2015,"Robbery at the national level, rate per 100,000 population",51.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2015,"Theft at the national level, rate per 100,000 population","1,546.3",,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2015,"Total Sexual Violence at the national level, rate per 100,000",49.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2020,"Intentional homicide rates per 100,000",0.6,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2020,"Percentage of male and female intentional homicide victims, Male",1.0,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2020,"Percentage of male and female intentional homicide victims, Female",0.2,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2020,"Assault rate per 100,000 population",85.5,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2020,"Kidnapping at the national level, rate per 100,000",2.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2020,"Robbery at the national level, rate per 100,000 population",28.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2020,"Theft at the national level, rate per 100,000 population",979.1,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2020,"Total Sexual Violence at the national level, rate per 100,000",52.7,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2022,"Intentional homicide rates per 100,000",0.9,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
372,Ireland,2022,"Percentage of male and female intentional homicide victims, Male",1.3,,"United Nations Office on Drugs and Crime (UNODC), Vienna, UNODC Statistics database, last accessed May 2025."
